	TCGA.P7.A5NX.01A	TCGA.P7.A5NY.01A	TCGA.P7.A5NY.05A	TCGA.P8.A5KC.01A	TCGA.P8.A5KC.11A	TCGA.P8.A5KD.01A	TCGA.P8.A5KD.11A	TCGA.P8.A6RX.01A	TCGA.P8.A6RY.01A	TCGA.PR.A5PF.01A	TCGA.PR.A5PG.01A	TCGA.PR.A5PH.01A	TCGA.QR.A6GO.01A	TCGA.QR.A6GR.01A	TCGA.QR.A6GS.01A	TCGA.QR.A6GT.01A	TCGA.QR.A6GU.01A	TCGA.QR.A6GW.01A	TCGA.QR.A6GX.01A	TCGA.QR.A6GY.01A	TCGA.QR.A6GZ.01A	TCGA.QR.A6GZ.05A	TCGA.QR.A6H0.01A	TCGA.QR.A6H1.01A	TCGA.QR.A6H2.01A	TCGA.QR.A6H3.01A	TCGA.QR.A6H4.01A	TCGA.QR.A6H5.01A	TCGA.QR.A6H6.01A	TCGA.QR.A6ZZ.01A	TCGA.QR.A700.01A	TCGA.QR.A702.01A	TCGA.QR.A703.01A	TCGA.QR.A705.01A	TCGA.QR.A706.01A	TCGA.QR.A707.01A	TCGA.QR.A708.01A	TCGA.QR.A70A.01A	TCGA.QR.A70C.01A	TCGA.QR.A70D.01A	TCGA.QR.A70E.01A	TCGA.QR.A70G.01B	TCGA.QR.A70H.01A	TCGA.QR.A70I.01A	TCGA.QR.A70J.01A	TCGA.QR.A70K.01A	TCGA.QR.A70M.01A	TCGA.QR.A70N.01A	TCGA.QR.A70O.01A	TCGA.QR.A70P.01A	TCGA.QR.A70Q.01A	TCGA.QR.A70R.01A	TCGA.QR.A70T.01A	TCGA.QR.A70U.01A	TCGA.QR.A70V.01A	TCGA.QR.A70W.01A	TCGA.QR.A70X.01A	TCGA.QR.A7IN.01A	TCGA.QR.A7IP.01A	TCGA.QT.A5XJ.01A	TCGA.QT.A5XK.01A	TCGA.QT.A5XL.01A	TCGA.QT.A5XM.01A	TCGA.QT.A5XN.01A	TCGA.QT.A5XO.01A	TCGA.QT.A5XP.01A	TCGA.QT.A69Q.01A	TCGA.QT.A7U0.01A	TCGA.RM.A68T.01A	TCGA.RM.A68W.01A	TCGA.RT.A6Y9.01A	TCGA.RT.A6YA.01A	TCGA.RT.A6YC.01A	TCGA.RW.A67V.01A	TCGA.RW.A67W.01A	TCGA.RW.A67X.01A	TCGA.RW.A67Y.01A	TCGA.RW.A680.01A	TCGA.RW.A681.01A	TCGA.RW.A684.01A	TCGA.RW.A685.01A	TCGA.RW.A686.01A	TCGA.RW.A686.06A	TCGA.RW.A688.01A	TCGA.RW.A689.01A	TCGA.RW.A68A.01A	TCGA.RW.A68B.01A	TCGA.RW.A68C.01A	TCGA.RW.A68D.01A	TCGA.RW.A68F.01A	TCGA.RW.A68G.01A	TCGA.RW.A7CZ.01A	TCGA.RW.A7D0.01A	TCGA.RW.A8AZ.01A	TCGA.RX.A8JQ.01A	TCGA.S7.A7WL.01A	TCGA.S7.A7WM.01A	TCGA.S7.A7WN.01A	TCGA.S7.A7WO.01A	TCGA.S7.A7WP.01A	TCGA.S7.A7WQ.01A	TCGA.S7.A7WR.01A	TCGA.S7.A7WT.01A	TCGA.S7.A7WU.01A	TCGA.S7.A7WV.01A	TCGA.S7.A7WW.01A	TCGA.S7.A7WX.01A	TCGA.S7.A7X0.01A	TCGA.S7.A7X1.01A	TCGA.S7.A7X2.01A	TCGA.SA.A6C2.01A	TCGA.SP.A6QC.01A	TCGA.SP.A6QD.01A	TCGA.SP.A6QF.01A	TCGA.SP.A6QG.01A	TCGA.SP.A6QH.01A	TCGA.SP.A6QI.01A	TCGA.SP.A6QJ.01A	TCGA.SP.A6QK.01A	TCGA.SQ.A6I4.01A	TCGA.SQ.A6I4.11A	TCGA.SQ.A6I6.01A	TCGA.SR.A6MP.01A	TCGA.SR.A6MQ.01A	TCGA.SR.A6MR.01A	TCGA.SR.A6MS.01A	TCGA.SR.A6MT.01A	TCGA.SR.A6MU.01A	TCGA.SR.A6MV.01A	TCGA.SR.A6MX.01A	TCGA.SR.A6MX.05A	TCGA.SR.A6MX.06A	TCGA.SR.A6MY.01A	TCGA.SR.A6MZ.01A	TCGA.SR.A6N0.01A	TCGA.TT.A6YJ.01A	TCGA.TT.A6YK.01A	TCGA.TT.A6YN.01A	TCGA.TT.A6YO.01A	TCGA.TT.A6YP.01A	TCGA.W2.A7H5.01B	TCGA.W2.A7H7.01A	TCGA.W2.A7HA.01B	TCGA.W2.A7HB.01A	TCGA.W2.A7HC.01A	TCGA.W2.A7HD.01A	TCGA.W2.A7HE.01A	TCGA.W2.A7HF.01A	TCGA.W2.A7HH.01A	TCGA.W2.A7UY.01A	TCGA.WB.A80K.01A	TCGA.WB.A80L.01A	TCGA.WB.A80M.01A	TCGA.WB.A80N.01A	TCGA.WB.A80O.01A	TCGA.WB.A80P.01A	TCGA.WB.A80Q.01A	TCGA.WB.A80V.01A	TCGA.WB.A80Y.01A	TCGA.WB.A814.01A	TCGA.WB.A815.01A	TCGA.WB.A816.01A	TCGA.WB.A817.01A	TCGA.WB.A818.01A	TCGA.WB.A819.01A	TCGA.WB.A81A.01A	TCGA.WB.A81D.01A	TCGA.WB.A81E.01A	TCGA.WB.A81F.01A	TCGA.WB.A81G.01A	TCGA.WB.A81H.01A	TCGA.WB.A81I.01A	TCGA.WB.A81J.01A	TCGA.WB.A81K.01A	TCGA.WB.A81M.01A	TCGA.WB.A81N.01A	TCGA.WB.A81P.01A	TCGA.WB.A81Q.01A	TCGA.WB.A81R.01A	TCGA.WB.A81S.01A	TCGA.WB.A81T.01A	TCGA.WB.A81V.01A	TCGA.WB.A81W.01A	TCGA.WB.A820.01A	TCGA.WB.A821.01A	TCGA.WB.A822.01A	TCGA.XG.A823.01A
hsa-mir-3127	162.683	56.854	44.299	106.958	28.219	41.398	8.957	22.955	41.895	106.391	29.984	83.793	45.442	53.81	54.669	11.73	26.196	75.165	52.407	131.517	30.816	15.288	16.624	45.503	67.748	18.025	82.477	34.911	17.903	17.932	17.451	75.991	63.343	26.886	55.614	60.637	21.437	30.307	71.822	29.979	48.727	247.161	64.876	29.23	30.266	21.573	58.787	15.251	65.325	26.005	22.487	63.105	52.248	68.427	28.749	38.967	50.011	51.863	22.947	55.315	73.399	48.101	29.604	49.443	96.06	47.674	84.532	38.423	16.389	24.353	65.345	68.532	38.471	65.775	40.468	28.395	204.402	36.416	74.893	19.192	39.725	102.503	93.035	121.486	83.258	67.955	115.799	37.445	61.293	35.373	152.239	9.309	35.565	92.744	26.992	74.6	84.515	42.91	32.354	76.061	22.93	60.144	83.113	37.933	26.261	40.946	55.237	31.987	23.245	63.052	39.265	30.224	27.219	95.857	16.609	13.105	51.094	110.034	32.321	29.079	38.406	131.77	108.972	60.907	15.309	59.21	17.679	61.951	27.154	6.49	18.156	12.989	55.703	31.545	27.284	84.366	36.334	80.371	10.174	38.422	40.601	20.024	24.589	35.943	44.237	36.373	49.005	62.77	45.416	75.207	56.776	85.288	97.984	65.409	46.221	18.649	96.608	69.485	93.462	30.527	46.819	59.514	52.628	49.503	60.108	94.25	63.606	20.156	75.4	27.376	56.678	104.437	59.775	86.715	67.288	54.926	81.915	85.104	99.774	20.01	41.897	46.377	32.45	91.295	24.138	29.111	20.869
hsa-mir-3130-2	27.114	4.459	18.794	4.775	8.818	13.799	3.583	10.595	6.615	9.333	14.992	2.619	28.838	4.348	14.173	4.322	14.845	48.264	5.933	4.277	14.766	3.474	6.465	14.001	6.254	4.16	9.444	27.82	2.469	29.258	9.863	9.65	13.713	3.361	8.497	7.476	40.126	25.485	5.13	5.829	9.065	5.682	1.41	7.516	14.645	12.135	33.966	29.485	13.946	2.438	5.354	4.617	22.244	6.473	9.583	11.461	21.543	2.207	9.179	14.317	13.146	8.949	13.568	28.253	33.252	10.402	4.785	5.489	4.097	2.214	8.649	6.15	12.824	4.048	17.5	20.409	37.364	3.703	8.415	10.396	13.242	3.683	6.855	10.201	7.24	12.355	1.654	11.521	7.995	4.654	5.382	9.309	8.129	2.441	11.114	6.447	11.421	36.6	7.034	19.015	21.656	17.314	18.927	7.225	6.777	12.93	7.891	12.44	21.224	5.63	4.445	5.718	8.447	17.973	11.073	1.311	18.341	19.5	8.556	3.008	13.966	16.894	22.568	8.986	6.959	11.553	6.63	15.216	4.38	0.927	1.651	5.904	43.659	3.505	7.796	29.583	1.346	7.582	5.549	21.471	13.534	8.582	8.852	9.216	10.76	42.239	11.137	3.393	12.976	38.22	1.925	11.525	11.023	22.711	6.603	4.973	5.489	20.53	36.073	19.426	9.799	5.536	8.958	13.501	3.279	3.366	12.981	7.256	2.693	8.052	18.071	2.429	3.231	6.67	4.547	7.746	10.57	3.076	36.201	15.008	14.402	11.042	14.873	12.072	13.517	18.069	5.076
hsa-mir-32	71.174	52.395	87.256	84.993	186.948	78.197	322.442	76.812	109.149	90.526	64.056	107.36	55.054	73.378	94.49	76.555	78.589	37.187	105.802	50.254	73.831	109.097	52.642	64.754	76.086	83.884	129.696	92.732	70.379	77.863	88.013	72.976	79.016	59.374	84.965	62.299	55.517	45.46	79.151	83.276	69.124	73.864	64.876	55.12	147.911	40.449	67.931	89.473	107.162	68.264	61.036	66.952	99.841	66.578	60.982	52.72	95.406	56.277	26.618	98.917	61.348	79.983	93.745	56.506	62.809	75.411	144.343	96.057	112.969	87.082	60.54	56.232	28.497	151.789	80.936	152.622	137.367	90.113	71.527	64.773	45.836	101.275	87.159	47.296	77.828	47.363	92.639	73.929	67.511	54.921	94.573	80.986	74.178	96.404	44.458	109.597	35.405	51.744	139.264	95.62	169.427	73.814	74.884	76.468	65.228	142.232	37.2	79.968	121.278	37.156	34.82	52.279	45.99	89.866	69.513	95.668	86.467	101.677	78.901	77.209	195.522	90.099	57.388	84.87	82.113	72.208	75.138	57.604	62.191	184.497	160.107	118.086	87.318	77.111	109.137	63.549	71.323	28.812	297.821	204.539	77.818	61.027	49.178	75.572	57.388	41.066	90.213	118.753	98.618	159.045	56.776	215.525	86.961	64.501	66.763	47.244	139.422	25.267	68.867	53.653	119.77	79.582	87.339	70.504	50.272	122.02	68.149	75.787	65.526	62.803	97.748	43.718	49.274	65.036	97.295	70.418	72.006	63.572	75.051	225.118	56.3	61.836	50.027	57.342	77.241	60.229	103.78
hsa-mir-3200	250.124	141.579	89.941	21.01	61.728	42.548	21.496	137.732	224.913	178.252	110.395	35.35	126.712	73.378	100.564	187.066	396.437	60.132	234.348	212.779	72.547	70.878	29.553	75.254	176.144	103.296	107.66	56.73	152.487	78.335	257.968	132.08	287.983	166.92	78.013	138.719	367.732	215.591	41.041	223.178	181.308	41.193	107.186	203.776	34.659	51.236	126.718	122.009	30.827	296.624	135.993	39.248	102.427	128.532	44.43	76.788	74.632	199.727	205.602	506.298	95.309	194.084	189.957	31.078	82.513	111.817	194.584	161.924	102.433	211.063	186.425	79.954	47.02	179.111	43.749	63.001	145.609	510.437	281.9	103.157	51.948	120.302	132.207	242.971	119.457	102.962	129.033	122.895	227.405	536.175	82.271	324.874	104.662	76.88	66.687	85.652	116.493	171.64	47.828	132.021	66.242	41.008	147.3	189.062	53.368	189.643	49.601	100.405	81.862	43.911	261.52	32.675	315.361	86.271	182.087	13.761	99.568	75.213	31.37	88.239	122.201	86.721	66.415	187.713	211.545	645.538	261.878	114.12	95.476	118.672	203.022	207.831	97.856	45.566	139.345	43.827	125.824	81.887	43.471	85.884	38.909	446.258	89.504	65.435	83.691	66.879	51.232	67.859	172.581	48.083	184.761	240.881	203.317	46.331	81.436	266.058	84.532	30.005	198.402	177.611	99.083	94.807	472.528	162.008	73.222	353.438	283.629	285.41	336.608	224.643	45.999	123.868	161.553	269.315	215.505	147.877	196.2	166.107	37.967	61.282	72.011	195.445	112.223	61.869	191.171	450.716	171.462
hsa-mir-320a	4526.641	7575.017	5619.294	4414.875	4151.65	5703.776	3937.376	3767.319	3687.906	2068.099	2875.713	6407.565	8002.974	3837.38	8055.249	3328.296	4545.056	5149.971	5239.694	8266.298	4235.984	5620.242	5421.208	7381.916	3875.174	3783.114	2747.546	2552.319	10759.915	3450.059	2852.061	7132.922	4753.345	5033.369	5538.186	4581.869	5449.476	9045.183	5621.928	10164.609	11743.112	4978.729	4467.967	4336.085	4616.986	1836.405	10555.479	4075.097	21041.133	11163.626	4937.518	7818.036	10207.015	7327.254	9967.109	11060.902	4508.708	4261.572	6856.443	3959.923	7746.283	4223.979	6079.843	17641.144	5150.315	3002.585	5653.299	3560.499	3146.153	4829.363	4463.627	6173.174	5511.289	13741.966	8380.139	4025.858	5492.473	7669.511	5923.271	6292.585	7521.184	4930.556	5635.939	9185.608	7116.766	6935.522	7126.613	5131.829	3404.854	2563.586	6998.399	3440.501	4673.205	4182.001	7071.973	2429.564	6787.437	5990.98	5403.163	2197.083	2886.634	6246.817	3377.203	6481.685	3290.196	7393.911	6250.798	4126.368	4235.626	4556.627	2921.916	3802.505	3999.263	18115.726	4310.425	4637.293	5125.12	8948.96	6680.003	2860.762	7517.111	8308.282	3663.132	4838.597	5445.889	25717.525	4878.435	11570.726	7991.042	7718.288	6210.331	4406.96	4079.835	4799.57	7403.796	12200.244	8469.917	3965.473	2054.227	1787.735	6132.386	6274.307	5401.731	8577.479	5789.031	8402.112	3013.784	4967.277	3595.66	3675.299	3011.989	4915.576	17705.703	9141.82	5340.308	5610.847	5313.417	4265.429	8245.986	5511.489	4516.427	6336.129	6020.811	8359.934	8812.897	7664.549	1979.559	7752.827	6262.712	9531.627	6379.094	10324.722	5707.664	7183.967	4648.354	4179.279	2689.993	1917.402	3787.871	5354.059	5572.345	8861.292	7061.936	6192.22	4632.517	7802.699	3522.867
hsa-mir-320b-1	19.657	26.755	14.766	7.64	5.291	26.449	8.957	15.892	18.743	3.733	8.177	15.711	25.342	11.414	30.372	15.435	19.211	13.451	31.642	24.593	13.482	19.457	14.777	26.251	17.719	4.16	3.148	9.273	40.746	9.438	5.311	34.377	14.366	19.045	18.538	23.258	10.993	49.593	14.658	44.969	33.995	12.784	15.514	15.033	13.18	8.09	26.127	10.167	74.866	39.821	14.991	30.013	30.004	23.117	43.559	45.844	13.849	13.242	29.372	24.729	25.197	13.424	19.736	80.521	9.852	7.801	17.544	9.148	11.707	14.76	23.063	25.48	18.523	31.37	31.718	4.437	17.583	29.626	29.452	19.992	27.502	14.117	6.855	38.022	32.579	15.444	18.197	10.561	10.66	13.963	19.991	8.378	15.242	8.542	39.695	16.578	35.405	10.096	9.847	5.976	12.739	18.226	7.406	32.514	8.471	19.395	11.273	18.659	13.138	12.385	13.335	10.619	15.956	55.118	16.609	18.347	15.721	32.035	25.667	10.027	20.949	30.409	12.251	27.957	44.536	59.21	34.254	32.606	22.774	39.866	13.205	20.075	22.582	16.357	19.489	48.209	31.624	16.681	1.85	7.91	42.292	14.303	12.786	27.648	14.347	24.64	16.706	23.751	19.464	12.329	6.736	9.22	66.139	48.148	19.809	33.568	14.272	14.213	52.47	20.351	19.599	19.377	29.113	37.502	28.415	18.513	3.245	21.769	19.748	40.259	16.428	31.574	16.963	36.687	10.912	8.45	14.533	4.101	20.308	45.024	20.949	26.501	31.098	24.899	10.621	24.092	14.1
hsa-mir-323b	2396.856	709.008	344.997	1515.554	989.412	914.214	309.903	2845.575	1563.363	2283.681	1192.535	3.928	1224.303	3967.829	1007.665	723.569	3024.798	1674.195	819.722	49.185	2989.842	1446.754	245.663	1244.32	2356.581	677.314	2179.023	3082.53	1725.513	6181.415	3702.596	425.792	3047.652	2963.112	1545.594	2158.03	2601.061	6345.128	1460.631	717.002	5487.976	3498.605	14.103	5922.865	367.094	5077.755	2377.595	2476.78	1569.993	3483.097	2769.122	9.235	1021.167	613.07	523.576	934.062	1544.963	6363.667	1777.902	561.613	1494.262	3899.014	33.304	501.49	3642.906	13.869	204.951	4558.573	1443.426	2560.802	1558.666	1191.407	602.708	34.406	1362.784	1351.418	2088.524	474.021	5114.596	966.798	656.983	2285.131	1667.768	2704.213	852.492	477.744	2223.344	968.759	5896.536	3161.198	135.324	3896.628	4026.943	617.477	2840.539	492.728	1094.122	1250.698	1589.579	5924.627	6115.944	9.113	40.322	2205.519	246.511	2273.558	891.683	5892.78	2504.386	1097.779	976.441	279.368	3453.013	1943.495	2696.245	1099.531	810.953	800.88	1159.756	1473.999	736.698	2766.049	7323.684	844.708	4684.606	82.317	4062.969	984.696	1901.628	655.475	878.112	3977.128	2952.235	469.676	3985.46	1119.771	1962.722	1616.518	961.907	5861.557	514.275	3620.599	785.867	2206.348	1513.613	1972.343	2426.842	1665.938	7209.487	2151.425	1702.303	144.067	17.147	969.325	667.63	1115.207	818.969	415.331	10989.183	4258.037	20.688	275.424	780.455	2614.636	632.771	53.857	1963.333	2101.874	5532.048	2979.942	3471.292	4910.983	1732.655	60.867	40.009	3248.359	1218.82	5372.828	1565.477	566.547	1002.917	2770.465	1621.149	1407.906	11970.393	4483.064	1774.406
hsa-mir-324	458.222	566.315	257.741	357.163	296.294	495.631	293.781	344.33	821.372	586.086	293.023	451.698	489.372	342.973	231.5	387.715	252.358	473.142	401.456	350.711	319.079	371.764	206.874	218.762	357.5	360.495	243.023	294.016	435.237	417.631	286.799	459.566	656.287	378.651	468.853	363.825	461.727	794.863	361.31	402.221	1175.104	322.446	843.385	303.994	169.879	385.618	910.541	326.374	188.634	776.911	266.632	193.931	380.222	458.647	318.85	429.783	306.223	673.112	569.076	711.289	568.565	510.658	419.385	370.114	641.634	501.876	602.094	624.825	312.567	515.112	475.672	502.57	344.812	562.631	362.024	225.384	398.364	550.556	461.138	530.979	200.66	498.396	612.07	963.538	226.245	227.546	889.999	220.827	586.278	303.46	280.643	404.929	288.582	390.499	565.25	388.657	456.836	531.326	365.744	343.905	282.803	380.003	496.212	618.966	299.032	244.596	294.221	459.374	186.97	360.297	700.845	214.019	271.248	602.699	639.766	166.437	627.539	572.455	500.026	276.751	328.197	423.467	310.151	545.166	711.181	704.748	396.684	505.391	628.912	1782.855	626.398	725.047	436.588	285.077	385.878	245.429	473.691	309.352	248.801	587.625	328.188	567.358	347.198	646.974	381.392	747.402	510.094	449.566	956.334	221.923	723.647	501.354	693.237	336.13	246.51	324.492	534.635	266.885	468.951	434.777	271.116	383.379	784.934	271.514	360.647	835.628	689.925	728.843	604.1	574.088	487.098	791.781	270.601	768.758	366.449	326.033	322.376	338.365	656.034	281.398	336.488	817.116	352.894	402.151	862.2	280.066	389.738
hsa-mir-326	7.456	4.459	13.424	14.325	5.291	52.898	12.539	6.18	12.128	8.399	14.992	3.928	5.243	10.327	4.724	6.174	7.859	9.494	8.899	10.692	3.852	2.78	9.235	3.5	14.592	6.239	17.629	6	3.087	8.494	26.556	5.428	7.183	2.241	10.814	0.831	23.086	13.087	8.062	9.993	6.799	17.046	2.821	6.681	11.228	24.27	10.451	3.05	5.872	8.939	6.425	3.078	3.621	6.473	9.583	3.438	10.772	7.724	5.507	7.158	21.91	8.39	35.771	9.889	4.926	32.071	8.772	15.552	1.756	11.808	9.61	6.15	21.373	6.072	6.562	7.986	9.89	11.727	2.524	13.594	4.074	4.297	4.897	14.838	9.05	7.207	21.506	6.721	2.665	3.723	6.92	3.723	15.242	3.661	6.351	10.131	11.421	5.048	12.66	5.433	12.739	4.556	15.635	6.021	11.012	10.775	19.164	8.885	6.064	5.63	5.927	15.52	1.877	23.964	11.688	7.863	11.791	6.964	4.753	13.035	3.491	15.767	7.093	44.931	12.526	12.997	1.105	13.042	7.883	2.781	3.301	12.989	18.066	10.515	0.974	3.287	3.364	7.582	7.399	6.78	20.3	6.675	7.869	10.138	9.565	5.867	15.592	13.572	24.654	2.466	64.474	3.458	0	17.261	41.819	8.703	4.391	6.317	13.117	4.625	8.711	5.536	12.317	15.001	6.557	5.891	12.981	2.419	7.181	4.026	15.607	29.145	3.231	9.172	5.456	5.633	9.909	9.228	3.532	33.768	5.237	2.208	6.76	20.372	3.862	18.069	9.024
hsa-mir-328	2260.609	2696.684	1475.3	1218.555	1156.959	2938.135	945.83	1042.701	3558.912	2672.85	2397.336	2488.922	1872.72	1115.34	1179.772	479.087	1832.867	1974.063	1576.16	2896.572	675.395	1275.812	588.298	1163.816	2773.49	717.523	1801.267	626.216	964.929	657.356	482.551	2061.413	1785.361	1388.013	1119.223	1805.004	751.405	2900.492	1635.057	966.829	3141.166	1400.578	3734.589	1609.329	511.1	3511.013	2999.428	491.086	1830.557	2554.217	1727.221	1585.309	1525.026	1973.291	2833.06	2727.691	1140.257	3489.148	2404.803	448.379	2265.495	1010.69	1411.106	2603.51	2322.691	1469.221	1957.801	2084.886	756.247	1293.685	1621.128	1730.878	2882.456	3909.073	1043.416	273.3	2448.425	806.083	2505.125	945.207	1914.928	2385.179	2203.451	3285.675	2425.347	1654.6	4368.938	938.035	3273.386	1908.261	1638.496	1567.588	3622.521	1361.865	2751.623	1363.982	2420.087	2223.743	1423.588	1200.138	991.086	2113.256	1577.509	2079.076	329.528	1519.297	3441.602	2477.242	1188.522	2242.847	1766.929	1422.978	1093.438	4014.001	3621.446	498.655	3442.949	2983.451	1501.979	430.167	1085.844	4732.466	2521.184	3243.038	2083.439	3077.496	973.477	1719.415	1873.599	670.309	1889.921	1400.497	2271.761	1296.865	1284.312	1413.41	1996.365	4766.149	624.315	779.733	3694.657	1632.464	1807.79	3436.705	3302.21	2743.212	3664.209	3243.659	4933.49	1308.116	1405.916	1159.454	3240.82	2513.705	2903.824	2597.177	1903.608	2550.414	5478.195	1034.214	1467.73	1415.871	2850.844	2523.131	2346.39	2472.381	2132.731	2008.35	2146.215	2839.842	1899.107	5792.628	2647.044	1881.039	2589.693	2076.612	2839.951	4755.568	3865.571	973.01	2280.786	3187.857	2126.828	1957.185	2344.258	1817.92	1116.759
hsa-mir-330	912.378	6.689	33.56	120.328	141.093	263.34	59.114	183.642	959.186	73.727	88.588	64.154	18.351	267.964	160.633	220.405	210.444	503.999	27.687	133.655	906.518	787.306	404.513	192.511	273.076	779.916	35.887	478.935	301.888	1242.04	54.628	314.218	475.4	1013.844	37.076	534.939	301.771	418.784	82.083	27.481	550.724	71.023	414.641	304.829	29.778	126.742	91.446	47.787	366.992	24.38	832.022	58.487	1202.225	98.942	727.431	301.421	201.584	739.32	385.503	936.455	125.983	483.252	48.106	1010.043	130.544	539.148	753.614	143.628	337.151	166.784	1387.616	7.029	29.922	695.194	38.28	580.32	1347.843	242.565	796.053	42.382	310.666	352.928	258.538	886.567	77.828	83.399	81.059	235.229	994.896	1357.193	267.572	288.57	151.404	9.762	34.931	610.615	588.176	54.268	157.551	141.257	384.715	428.301	466.587	815.253	98.265	223.046	146.547	295.883	729.688	170.015	520.818	101.291	295.651	147.38	333.417	54.387	193.895	126.748	101.716	302.822	83.795	28.156	339.167	104.84	219.895	352.374	785.633	43.474	30.657	855.733	685.819	1124.176	286.04	72.438	281.613	507.294	82.761	203.202	62.894	682.549	15.225	1143.297	125.896	129.948	346.72	300.369	141.445	206.97	359.436	216.992	571.604	82.983	112.682	336.13	184.882	282.221	8.783	300.049	347.614	343.196	348.422	70.586	223.947	241.513	183.602	581.489	397.21	1025.54	208.248	367.158	153.604	121.439	487.082	115.064	296.433	961.199	512.631	35.887	399.978	123.815	138.785	40.856	208.221	119.966	67.586	503.918	373.945
hsa-mir-331	128.79	93.643	49.669	89.768	111.11	242.64	85.985	50.325	111.354	55.995	186.717	85.103	156.424	139.146	62.093	71.616	145.826	117.099	210.616	127.24	73.189	115.351	55.413	119.007	173.017	75.565	52.256	51.821	103.716	147.705	125.19	58.501	107.749	131.071	99.641	110.477	126.975	208.703	100.405	95.767	138.248	75.285	196.038	67.647	72.247	176.629	126.718	80.323	138.723	191.79	119.931	131.596	84.839	110.963	103.67	114.609	131.568	185.382	111.062	159.438	133.651	79.983	113.481	67.807	104.681	133.487	158.697	99.716	59.118	89.296	148.948	107.191	37.046	294.471	147.653	44.367	129.125	83.941	201.117	76.768	77.412	117.233	94.993	79.754	180.996	93.695	132.342	66.248	79.947	174.071	130.711	102.396	261.147	137.895	68.275	73.679	76.52	228.432	99.876	151.579	121.02	120.289	127.55	84.295	66.922	119.604	85.674	137.723	104.097	94.578	96.311	66.983	93.857	162.956	138.411	74.045	217.477	101.677	94.111	67.182	108.235	123.887	178.611	188.711	109.948	183.408	180.11	126.076	128.761	145.558	128.746	317.651	168.613	122.676	92.572	116.141	88.144	90.986	87.867	111.875	208.078	132.542	92.455	105.986	92.06	227.623	198.246	237.506	181.665	124.524	110.664	142.915	175.146	136.269	129.858	188.976	107.586	183.188	103.3	82.33	114.326	118.335	235.144	192.01	91.801	173.353	91.514	62.081	125.667	176.333	164.283	230.734	95.316	231.795	262.788	71.826	110.321	266.591	221.621	173.841	75.939	117.046	113.575	88.277	135.171	126.481	129.16
hsa-mir-335	333.499	382.374	335.6	346.658	1091.704	693.423	1257.524	960.591	404.622	366.77	264.402	356.121	923.689	808.241	220.701	253.743	816.451	767.471	533.956	692.868	699.149	1042.33	299.229	882.05	713.957	412.489	1760.973	177.828	596.367	247.275	646.437	733.979	480.624	967.913	209.323	1212.75	265.493	456.667	652.997	800.278	1212.499	551.14	606.448	857.696	233.827	523.146	527.774	384.328	1068.681	244.613	27.841	819.589	638.359	882.155	3131.001	1048.671	940.212	1191.739	537.868	876.585	200.477	380.337	86.344	2596.446	370.695	160.357	1322.213	364.1	466.509	213.277	423.78	829.416	2197.107	885.436	339.055	420.599	1441.802	27.775	1488.602	278.284	1566.574	1382.25	905.863	2623.532	1123.986	490.099	340.78	613.515	571.177	1062.11	854.232	389.104	389.18	125.692	558.899	816.916	864.562	267.556	1378.573	471.036	392.358	2136.038	352.203	654.491	710.73	1329.654	570.406	208.806	357.769	1041.483	314.121	440.29	679.527	117.425	996.559	155.297	939.343	754.916	708.211	300.816	2018.063	996.724	595.154	690.943	946.385	1322.847	2116.014	606.469	574.605	605.41	251.714	431.013	993.613	636.749	2125.254	3043.761	521.464	564.113	904.563	244.09	1317.829	650.316	395.393	1427.583	988.75	1629.735	495.615	264.65	463.245	159.045	225.177	1127.182	1317.884	990.22	781.347	448.818	1225.16	1179.665	587.008	269.192	996.271	716.932	973.049	796.541	1515.81	1870.695	1270.812	1679.403	299.806	468.61	592.239	444.466	698.716	934.683	510.119	437.293	778.856	467.559	1540.754	268.891	955.783	375.432	726.069	113.93	347.584	213.814	728.149
