	TCGA.2J.AAB1.01A	TCGA.2J.AAB4.01A	TCGA.2J.AAB6.01A	TCGA.2J.AAB8.01A	TCGA.2J.AAB9.01A	TCGA.2J.AABA.01A	TCGA.2J.AABE.01A	TCGA.2J.AABF.01A	TCGA.2J.AABH.01A	TCGA.2J.AABI.01A	TCGA.2J.AABK.01A	TCGA.2J.AABO.01A	TCGA.2J.AABP.01A	TCGA.2J.AABR.01A	TCGA.2J.AABT.01A	TCGA.2J.AABU.01A	TCGA.2J.AABV.01A	TCGA.2L.AAQA.01A	TCGA.2L.AAQE.01A	TCGA.2L.AAQI.01A	TCGA.2L.AAQJ.01A	TCGA.2L.AAQL.01A	TCGA.2L.AAQM.01A	TCGA.3A.A9I5.01A	TCGA.3A.A9I7.01A	TCGA.3A.A9I9.01A	TCGA.3A.A9IB.01A	TCGA.3A.A9IC.01A	TCGA.3A.A9IH.01A	TCGA.3A.A9IJ.01A	TCGA.3A.A9IL.01A	TCGA.3A.A9IN.01A	TCGA.3A.A9IO.01A	TCGA.3A.A9IR.01A	TCGA.3A.A9IS.01A	TCGA.3A.A9IU.01A	TCGA.3A.A9IV.01A	TCGA.3A.A9IX.01A	TCGA.3A.A9IZ.01A	TCGA.3A.A9J0.01A	TCGA.3E.AAAY.01A	TCGA.3E.AAAZ.01A	TCGA.F2.6879.01A	TCGA.F2.6880.01A	TCGA.F2.7273.01A	TCGA.F2.7276.01A	TCGA.F2.A44G.01A	TCGA.F2.A44H.01A	TCGA.F2.A7TX.01A	TCGA.F2.A8YN.01A	TCGA.FB.A4P5.01A	TCGA.FB.A4P6.01A	TCGA.FB.A545.01A	TCGA.FB.A5VM.01A	TCGA.FB.A78T.01A	TCGA.FB.A7DR.01A	TCGA.FB.AAPP.01A	TCGA.FB.AAPQ.01A	TCGA.FB.AAPS.01A	TCGA.FB.AAPU.01A	TCGA.FB.AAPY.01A	TCGA.FB.AAPZ.01A	TCGA.FB.AAQ0.01A	TCGA.FB.AAQ1.01A	TCGA.FB.AAQ2.01A	TCGA.FB.AAQ3.01A	TCGA.FB.AAQ6.01A	TCGA.H6.8124.01A	TCGA.H6.8124.11A	TCGA.H6.A45N.01A	TCGA.H6.A45N.11A	TCGA.H8.A6C1.01A	TCGA.HV.A5A3.01A	TCGA.HV.A5A3.11A	TCGA.HV.A5A4.01A	TCGA.HV.A5A5.01A	TCGA.HV.A5A6.01A	TCGA.HV.A7OL.01A	TCGA.HV.A7OP.01A	TCGA.HV.AA8V.01A	TCGA.HV.AA8X.01A	TCGA.HZ.7289.01A	TCGA.HZ.7918.01A	TCGA.HZ.7919.01A	TCGA.HZ.7920.01A	TCGA.HZ.7922.01A	TCGA.HZ.7923.01A	TCGA.HZ.7924.01A	TCGA.HZ.7925.01A	TCGA.HZ.7926.01A	TCGA.HZ.8001.01A	TCGA.HZ.8002.01A	TCGA.HZ.8003.01A	TCGA.HZ.8005.01A	TCGA.HZ.8315.01A	TCGA.HZ.8317.01A	TCGA.HZ.8519.01A	TCGA.HZ.8636.01A	TCGA.HZ.8637.01A	TCGA.HZ.8638.01A	TCGA.HZ.A49G.01A	TCGA.HZ.A49H.01A	TCGA.HZ.A49I.01A	TCGA.HZ.A4BH.01A	TCGA.HZ.A4BK.01A	TCGA.HZ.A77O.01A	TCGA.HZ.A77P.01A	TCGA.HZ.A77Q.01A	TCGA.HZ.A8P0.01A	TCGA.HZ.A8P1.01A	TCGA.HZ.A9TJ.01A	TCGA.HZ.A9TJ.06A	TCGA.IB.7644.01A	TCGA.IB.7645.01A	TCGA.IB.7646.01A	TCGA.IB.7647.01A	TCGA.IB.7649.01A	TCGA.IB.7651.01A	TCGA.IB.7652.01A	TCGA.IB.7654.01A	TCGA.IB.7885.01A	TCGA.IB.7886.01A	TCGA.IB.7887.01A	TCGA.IB.7888.01A	TCGA.IB.7889.01A	TCGA.IB.7890.01A	TCGA.IB.7891.01A	TCGA.IB.7893.01A	TCGA.IB.7897.01A	TCGA.IB.8126.01A	TCGA.IB.8127.01A	TCGA.IB.A5SO.01A	TCGA.IB.A5SP.01A	TCGA.IB.A5SQ.01A	TCGA.IB.A5SS.01A	TCGA.IB.A5ST.01A	TCGA.IB.A6UF.01A	TCGA.IB.A6UG.01A	TCGA.IB.A7LX.01A	TCGA.IB.A7M4.01A	TCGA.IB.AAUM.01A	TCGA.IB.AAUN.01A	TCGA.IB.AAUO.01A	TCGA.IB.AAUP.01A	TCGA.IB.AAUQ.01A	TCGA.IB.AAUR.01A	TCGA.IB.AAUS.01A	TCGA.IB.AAUT.01A	TCGA.IB.AAUU.01A	TCGA.IB.AAUV.01A	TCGA.IB.AAUW.01A	TCGA.L1.A7W4.01A	TCGA.LB.A7SX.01A	TCGA.LB.A8F3.01A	TCGA.LB.A9Q5.01A	TCGA.M8.A5N4.01A	TCGA.OE.A75W.01A	TCGA.PZ.A5RE.01A	TCGA.Q3.A5QY.01A	TCGA.Q3.AA2A.01A	TCGA.RB.A7B8.01A	TCGA.RB.AA9M.01A	TCGA.RL.AAAS.01A	TCGA.S4.A8RM.01A	TCGA.S4.A8RO.01A	TCGA.S4.A8RP.01A	TCGA.US.A774.01A	TCGA.US.A776.01A	TCGA.US.A779.01A	TCGA.US.A77E.01A	TCGA.US.A77G.01A	TCGA.US.A77J.01A	TCGA.XD.AAUG.01A	TCGA.XD.AAUH.01A	TCGA.XD.AAUI.01A	TCGA.XD.AAUL.01A	TCGA.XN.A8T3.01A	TCGA.XN.A8T5.01A	TCGA.YB.A89D.01A	TCGA.YB.A89D.11A	TCGA.YH.A8SY.01A	TCGA.YY.A8LH.01A	TCGA.Z5.AAPL.01A
hsa-mir-149	229.157	110.17	166.531	83.259	73.22	105.905	95.948	60.661	176.933	1012.014	97.925	192.056	55.902	106.559	69.656	107.753	101.247	80.771	89.468	97.7	47.302	80.372	30.012	43.031	83.407	87.942	83.41	121.83	101.352	202.104	51.46	71.408	134.181	288.557	96.647	382.728	84.716	244.891	57.695	72.084	60.944	71.719	214.877	68.208	61.518	41.191	64.895	135.073	138.646	68.188	114.334	75.488	231.625	289.634	58.618	74.62	19.155	122.182	125.932	120.448	98.07	228.254	152.42	133.385	142.784	97.314	85.445	172.301	167.469	136.445	43.78	125.712	238.035	79.568	109.772	111.902	73.778	66.576	85.813	59.616	41.973	43.497	36.436	44.628	52.777	34.473	42.743	24.046	54.09	71.19	80.48	75.491	84.877	20.974	162.606	137.906	115.137	128.713	89.233	36.558	162.359	96.015	118.525	73.838	113.382	165.289	112.577	110.533	49.128	92.4	111.78	102.237	79.631	31.434	51.507	120.296	79.528	43.332	77.649	37.491	123.097	121.521	46.335	83.575	62.428	66.775	114.129	205.118	34.262	89.806	111.245	213.08	231.72	100.064	358.124	273.752	249.397	230.721	159.768	663.197	73.659	73.689	63.67	69.071	144.873	40.096	54.633	127.96	167.63	66.481	78.186	1098.84	153.778	130.127	150.715	59.078	99.609	274.966	64.226	50.884	131.776	81.005	32.024	37.176	85.283	118.019	123.741	42.772	137.504	90.825	140.497	99.928	176.967	63.776	136.671	64.252	318.122	130.065	98.771	81.918	147.88	123.366	37.611
hsa-mir-150	7138.161	3074.508	335.297	2516.348	4351.591	5157.736	1729.318	5554.244	1468.745	2383.855	3038.098	4689.616	4201.062	10460.562	5610.579	2152.191	1904.708	991.088	2991.471	1095.937	1706.947	1415.787	515.976	2579.632	4797.753	1305.879	1168.687	420.978	2046.279	81.472	317.211	769.617	578.224	421.867	86.735	731.225	82.149	6280.654	219.029	1643.504	2778.654	2009.349	531.59	804.851	5639.187	8119.096	1083.597	770.784	4688.771	511.412	13322.377	6237.016	599.744	8346.717	2185.043	1738.968	867.707	1314.726	4175.043	3319.996	5364.27	2402.572	1276.953	2293.532	7594.166	1666.624	1440.842	521.252	3854.994	3869.538	28985.746	3106.494	488.718	4273.549	1277.913	1925.021	1231.279	5159.612	1115.573	1457.08	645.925	372.015	7631.66	2776.954	9228.389	2970.019	11344.295	4408.443	1175.227	13814.671	4814.705	5021.042	4257.59	685.849	4561.769	1088.15	5147.23	2409.752	8436.902	2092.376	3154.859	5211.751	1967.314	4867.861	3734.677	684.583	2967.275	4535.542	2295.61	1507.195	5009.343	1391.559	2154.734	9707.721	777.43	11594.054	3979.721	1940.671	1243.276	1368.033	6561.995	1307.914	2880.055	8686.272	7235.644	642.001	7841.048	496.42	9067.933	8774.512	2401.608	3400.751	2311.681	3612.735	1483.001	25080.843	329.487	2882.726	1280.275	5207.178	2870.533	1331.551	1775.085	16158.759	991.299	21143.509	2871.448	4873.618	2227.959	4466.915	3879.85	685.196	2543.538	746.912	1681.667	673.18	1991.053	1524.725	49426.03	775.704	1215.701	4480.837	7646.335	2986.217	894.252	1074.274	3292.351	554.098	1407.629	1300.401	2079.16	9551.045	1783.887	9725.534	5110.345	1308.413	2272.188	11927.112	2109.784	2487.815	270.186	1778.959	76858.289
hsa-mir-151a	7425.025	9646.415	5403.877	5463.442	8543.82	7120.932	7855.304	5087.915	19083.633	6869.326	7309.094	10617.094	12192.304	6080.535	7644.542	8860.506	6758.232	7021.663	7944.579	6905.889	7643.595	5621.415	3516.599	6986.411	5482.435	6306.528	7306.901	7730.795	8841.317	4949.53	9338.914	4524.935	11072.704	4414.421	20527.588	7792.06	5942.966	5916.364	11088.204	7439.019	6667.628	6915.42	13120.709	8171.289	8049.888	9521.575	4901.842	4157.523	8790.745	8221.562	4756.107	6703.475	7065.608	6196.406	9375.875	6873.68	11261.037	6307.628	6099.193	8689.805	6335.723	4986.174	7791.661	6069.89	6486.582	6800.686	10313.748	11356.668	6227.691	6177.683	2777.392	6593.851	10296.43	4744.481	7001.597	6899.377	11818.476	5583.594	20294.847	8835.409	7470.496	8407.546	8294.567	8196.98	6493.51	12483.361	8570.554	8198.368	11446.415	9215.792	6035.987	8244.683	5060.476	7693.259	9704.955	6512.796	13058.574	9805.578	7167.543	8007.809	7587.102	4066.595	8254.209	6494.462	6809.805	11149.861	8394.815	4588.966	6750.613	7159.176	6829.761	5042.068	8829.725	6699.802	10969.329	9640.363	8300.751	7539.831	8429.82	9353.677	6414.28	8957.46	10218.288	5972.386	8986.657	12351.666	8616.062	8635.639	8058.355	7189.643	13779.843	6518.343	7347.725	6196.989	11429.365	7162.93	15010.433	12153.848	15378.208	8079.685	4835.494	9034.664	6087.104	4765.894	7704.527	6161.979	3761.902	5432.193	6205.368	4784.38	7159.705	17093.062	8277.97	5141.885	5007.322	5753.9	10773.646	6195.327	4647.956	6732.567	6999.646	7302.554	7454.192	7481.475	8240.768	6534.412	6972.846	12454.565	15846.524	4726.107	7175.476	5239.4	7348.856	8444.142	7569.138	7428.746	6556.283	6055.234	6678.425	6059.264	6494.469	5527.403	4998.052
hsa-mir-152	2117.613	1494.486	1095.305	1477.331	1563.472	1828.839	2012.646	1010.38	1225.462	1998.165	1041.863	1735.256	1625.361	1243.191	2139.84	1823.212	1028.289	1091.507	1604.715	1256.292	1639.206	1000.015	312.24	1599.857	1197.571	756.542	1251.149	1406.476	1588.345	379.452	174.351	665.862	212.338	120.654	93.549	1023.041	1426.055	1273.188	1128.266	1805.292	1007.476	1788.114	1391.097	1323.23	1882.463	2583.619	713.846	353.173	794.066	1162.448	1306.537	1006.269	802.416	905.959	960.125	1310.714	1116.718	1412.725	2469.855	1661.093	1290.645	1086.175	1396.36	1174.482	1009.974	1714.769	1665.345	1936.08	1557.083	1164.827	260.928	898.611	877.393	553.276	1131.895	1098.608	882.881	667.508	697.233	1865.623	1417.77	1498.363	1931.128	1401.308	1598.579	1701.131	2020.563	915.086	2090.822	2142.347	1438.577	1563.74	1085.043	1617.095	1649.916	1333.764	1606.05	1768.941	1313.976	1513.667	941.523	713.088	1148.782	743.807	673.376	791.306	1397.766	1120.99	1013.82	1029.596	1556.936	758.663	1778.827	1471.984	1562.908	1409.019	1294.542	1871.545	1761.828	1985.443	1699.68	1375.565	1359.168	1657.721	1542.584	2453.13	1277.314	2556.218	1611.443	1465.982	1648.969	1346.663	735.986	1073.727	918.267	1090.471	864.778	688.316	917.069	775.078	832.996	1088.204	1529.186	1453.048	2631.676	967.921	1342.422	949.132	1005.782	2054.183	1609.616	789.396	746.567	596.477	1064.924	657.633	936.101	739.926	642.256	854.857	1157.564	1984.45	1943.441	1279.916	990.094	829.158	787.922	1355.11	914.653	881.537	701.476	1035.047	2441.192	1625.932	2481.357	1116.824	870.732	1187.743	1311.023	1034.66	1744.534	719.76	741.071
hsa-mir-153-2	243.375	140.279	333.062	138.994	200.997	115.389	133.198	178.191	219.156	52.85	628.489	217.563	930.774	204.238	134.669	58.167	579.006	110.242	39.975	118.939	78.836	253.481	2022.925	136.815	110.794	184.317	48.34	89.262	121.327	1968.379	3376.418	798.913	1876.46	2643.421	2056.228	42.089	1705.875	266.821	25.642	245.084	126.649	69.288	80.451	718.455	227.208	91.811	33.202	132.595	95.232	121.765	116.289	124.626	148.902	155.056	80.853	72.457	1045.846	344.909	53.323	384.34	182.263	77.724	220.552	128.188	356.556	307.306	378.64	88.597	143.18	223.152	94.564	67.047	54.046	72.166	147.053	175.414	76.238	189.215	686.506	117.478	195.099	294.178	266.808	288.964	447.653	128.612	196.228	384.737	113.097	58.85	246.469	83.579	617.075	46.143	84.056	182.197	1740.864	232.647	418.217	291.688	85.955	624.099	232.998	130.302	82.962	108.024	143.803	79.215	120.587	127.2	102.199	177.698	138.184	166.926	111.061	442.198	99.41	284.756	216.882	224.948	59.655	184.16	225.317	397.669	109.753	170.616	122.755	46.539	399.72	307.052	194.678	139.212	431.44	439.41	61.218	49.911	165.251	137.151	72.428	106.489	199.312	171.371	105.385	42.21	152.859	95.429	36.186	95.692	174.742	70.963	55.524	26.313	355.922	130.879	406.535	69.961	268.266	162.306	151.177	76.892	157.615	75.429	53.373	211.675	100.715	219.898	75.091	534.656	158.893	164.554	437.665	144.107	302.581	320.348	68.336	56.075	106.301	52.387	148.464	29.384	31.133	230.673	137.906
hsa-mir-154	64.398	67.06	69.295	44.038	81.835	82.195	62.084	79.617	62.329	86.583	92.307	62.268	26.554	77.699	28.791	56.26	145.542	44.752	58.059	81.77	72.996	56.415	1031.951	120.265	57.264	53.006	74.879	51.868	75.459	423.114	6.145	147.088	57.407	327.369	181.523	38.722	237.462	69.447	58.764	40.046	63.8	61.994	35.643	31.83	74.642	66.501	36.221	120.203	82.628	30.847	86.972	63.381	57.906	67.289	53.565	67.05	42.14	76.364	106.645	65.699	43.484	30.499	46.358	60.63	83.896	99.362	40.21	83.705	65.837	85.362	94.564	76.359	56.346	85.119	72.491	105.853	52.465	38.544	5.363	47.342	51.301	267.851	54.067	37.933	96.652	50.384	53.752	28.054	57.04	88.276	80.48	62.01	84.877	33.558	70.842	101.668	39.356	38.545	82.369	65.338	93.118	67.913	44.574	66.237	67.752	39.045	60.808	74.61	52.477	50.4	59.084	200.417	40.987	42.273	37.02	72.4	41.973	44.364	47.303	74.185	58.708	30.067	33.616	75.309	49.339	61.116	37.822	72.395	78.802	97.504	45.773	75.762	86.067	95.713	53.566	58.985	37.511	44.862	35.149	59.31	79.075	58.266	48.302	92.095	83.274	85.004	114.234	77.889	50.797	91.131	89.518	43.154	26.043	134.64	77.341	41.977	61.124	42.009	27.666	58.8	54.261	78.381	78.058	41.728	47.109	55.479	81.436	40.828	42.779	58.769	100.067	68.372	85.323	69.641	54.797	45.561	89.887	84.903	69.938	73.014	48.923	50.369	13.93
hsa-mir-155	1511.266	1010.01	667.242	1535.131	897.309	1133.343	704.37	1131.701	808.262	1313.369	817.919	735.964	1867.139	1276.49	846.091	820.064	395.496	993.271	865.176	722.129	1204.732	921.189	40.401	916.884	1694.277	1120.357	1633.129	718.919	807.119	58.066	72.198	128.168	179.139	92.811	32.835	1025.286	102.686	1052.664	420.963	1255.855	1264.583	809.575	604.913	227.359	797.279	1153.845	1370.342	824.069	1861.224	558.495	2806.562	964.964	1086.778	1228.749	1500.827	1120.38	605.288	957.09	1356.889	871.608	1613.537	889.404	807.051	762.201	1282.635	647.392	1114.139	572.345	1094.304	908.068	2500.704	690.022	1397.159	1410.947	779.796	1512.192	1023.88	2270.58	386.16	901.25	844.133	322.795	1672.548	795.487	888.311	677.536	1264.147	901.727	652.03	1536.756	688.102	1034.405	1002.461	2378.45	995.455	523.44	740.223	680.733	2522.049	1014.297	2059.732	977.716	1264.268	1166.202	1644.032	813.431	739.559	1102.568	908.865	873.597	1058.717	318.882	461.394	1341.911	1403.559	1386.742	1171.936	2742.319	805.05	602.254	1736.609	805.545	818.59	745.745	1462.031	579.471	1064.981	672.235	1041.556	1244.46	1312.918	1135.478	566.058	1475.722	1470.758	1911.728	447.089	799.831	544.277	1393.793	986.813	1405.24	1177.901	2872.839	538.427	3118.68	2063.299	1587.82	929.586	1115.235	975.062	431.537	770.13	400.911	719.865	1907.602	1118.34	1073.131	3117.411	1304.901	1133.018	944.836	1202.892	1078.862	1958.258	613.295	1511.33	171.09	419.641	1183.931	633.755	1795.554	481.128	1051.944	1318.362	742.991	888.709	1296.131	809.804	1847.608	918.41	548.214	6070.656
hsa-mir-15a	474.205	506.373	714.184	497.49	522.593	322.457	498.929	561.111	721.806	768.006	504.075	380.361	750.489	488.396	569.324	779.061	515.727	601.42	564.411	657.35	491.703	757.353	760.689	742.554	740.701	684.261	624.627	500.59	520.817	953.806	1264.237	480.935	978.692	777.924	1317.126	553.329	1051.892	455.667	440.195	498.177	651.336	655.196	435.863	441.077	392.898	491.811	609.712	458.505	750.651	664.024	568.739	637.375	482.898	533.433	605.384	453.126	980.72	315.636	656.889	427.044	472.774	635.57	395.448	531.808	552.582	393.352	489.216	392.977	386.714	469.157	805.549	507.506	693.405	712.412	516.757	657.048	563.995	380.182	1193.341	417.31	508.345	405.211	413.729	505.408	676.566	401.748	437.141	431.493	318.639	365.442	575.431	507.766	479.438	455.136	307.96	363.388	471.432	234.023	433.416	384.25	637.498	441.436	802.324	434.34	566.908	593.479	406.757	517.663	481.23	646.798	383.246	532.281	382.934	579.905	664.759	532.42	494.842	329.12	306.133	311.896	374.024	472.302	560.566	370.117	511.509	496.568	266.079	449.881	467.101	354.949	189.463	398.696	472.267	546.435	486.682	586.828	357.874	408.888	598.598	455.611	504.781	685.483	998.966	643.383	450.59	770.648	863.492	758.86	704.047	587.87	667.416	371.543	352.201	368.567	594.929	583.008	473.144	568.072	576.054	966.803	350.111	662.795	527.057	960.506	756.988	405.501	452.659	674.638	419.641	359.026	457.88	451.255	325.492	455.965	491.243	579.44	583.875	409.162	466.864	587.673	703.818	390.539	802.363
hsa-mir-15b	624.746	605.595	643.771	704.605	542.693	896.242	576.816	454.955	567.995	823.105	466.35	408.869	1839.187	593.846	567.466	878.231	1249.767	892.853	593.916	521.42	456.081	489.188	315.703	521.884	892.576	1026.392	513.729	1329.277	436.48	862.432	768.834	328.354	299.487	904.484	495.006	450.632	530.118	399.623	1142.156	703.215	418.036	361.026	777.018	604.775	826.807	457.071	481.431	552.684	478.96	441.6	470.041	545.507	602.846	532.458	399.21	499.629	1892.482	503.999	398.217	859.564	450.569	878.582	551.38	675.587	670.358	575.687	655.081	681.596	899.989	333.384	884.352	747.756	856.694	1220.353	330.352	692.584	652.529	642.98	1858.394	678.568	626.493	642.156	532.441	671.646	591.995	643.062	509.674	1695.247	454.356	420.496	775.624	483.501	1656.239	539.032	385.776	1024.734	761.576	558.903	589.328	707.83	569.053	354.788	626.056	378.961	543.402	1026.875	410.866	538.849	356.177	410.399	546.125	652.369	593.723	896.414	939.998	737.368	502.574	410.626	448.936	381.294	517.006	674.002	637.791	354.504	386.653	1026.806	366.274	560.196	799.44	457.585	442.661	540.749	627.85	575.149	682.579	523.305	351.791	439.651	811.622	659.154	443.037	637.499	964.935	500.125	509.909	542.1	570.458	393.895	456.158	404.861	532.573	925.172	745.327	473.872	430.332	842.641	520.685	743.745	924.848	630.966	568.447	514.888	645.145	621.37	676.578	431.727	525.634	688.248	861.689	537.471	455.859	546.976	564.081	465.494	471.903	413.552	507.276	524.775	403.675	661.577	614.868	565.734	913.802
hsa-mir-16-1	520.203	536.482	784.596	683.274	624.527	425.201	419.913	705.18	739.902	901.817	700.729	392.364	798.006	644.905	547.034	720.893	683.417	569.767	491.123	572.393	541.925	513.145	693.739	487.681	723.273	557.769	522.26	477.671	400.23	853.879	1029.208	632.295	550.557	929.796	714.94	512.923	991.564	604.307	946.632	573.464	618.96	455.842	681.291	618.417	488.866	413.399	587.074	459.744	581.195	503.295	526.719	446.518	633.868	414.459	426.498	585.063	1116.718	618.545	533.226	623.047	493.128	855.953	499.402	857.476	691.332	651.489	562.934	464.724	560.575	391.86	1933.317	636.012	554.264	590.285	369.704	557.243	715.65	728.828	1037.805	483.94	457.044	618.118	513.635	523.259	527.137	392.467	343.884	571.762	339.291	505.924	693.132	380.151	541.375	587.272	392.016	479.148	465.989	466.67	686.405	664.271	369.287	704.892	515.635	344.214	407.897	490.662	465.1	725.834	553.805	466.798	554.11	765.154	548.052	562.562	817.67	765.214	437.405	468.402	502.487	395.653	613.589	590.065	448.816	451.855	472.24	421.022	396.797	456.775	390.584	591.012	275.794	387.331	589.23	649.979	482.09	564.141	403.495	449.905	661.44	769.686	445.203	603.225	923.22	544.893	408.383	657.577	561.234	542.997	474.444	464.619	468.551	807.289	533.262	497.189	592.946	649.86	721.035	557.57	1094.799	627.574	453.465	528.99	362.936	697.998	478.397	527.554	423.045	773.793	409.455	453.057	625.668	535.406	330.232	426.642	462.233	403.038	658.911	529.291	408.583	553.837	530.365	645.302	1759.348
hsa-mir-16-2	581.256	542.641	809.184	707.357	549.871	488.428	393.95	743.093	789.161	910.813	658.99	387.113	761.67	644.905	634.336	756.175	673.925	544.662	525.387	591.509	558.276	547.149	648.144	559.398	759.374	545.723	516.573	509.033	400.97	835.875	1029.976	604.83	509.058	856.391	743.439	494.404	981.295	508.057	947.701	597.492	613.247	449.764	638.519	618.417	444.573	395.533	559.909	465.94	605.003	508.165	606.851	462.186	610.085	407.633	420.434	573.167	1162.689	551.09	487.845	602.242	482.026	879.566	537.332	836.689	696.172	730.364	556.232	447.331	565.689	435.55	2040.14	648.118	580.712	562.528	364.526	580.682	718.11	755.108	1134.345	459.392	443.053	614.684	488.953	529.953	526.501	401.748	346.475	569.09	327.49	507.823	675.024	381.948	559.726	585.174	419.545	509.347	474.362	480.436	689.837	665.827	402.714	651.03	484.231	373.532	423.107	523.199	453.596	704.649	563.854	507.598	602.015	795.176	566.789	566.898	828.937	751.848	425.255	444.673	494.454	403.63	571.926	592.57	486.975	482.162	467.205	426.963	378.881	382.657	376.879	651.738	316.352	396.802	510.887	656.94	491.273	545.992	479.531	457.596	713.631	777.774	500.448	652.922	989.086	562.8	381.006	688.05	595.292	601.97	478.508	489.269	478.182	865.178	530.782	551.346	622.693	680.953	750.465	637.768	1053.3	611.743	454.757	547.683	392.291	646.407	544.999	494.267	438.91	744.63	449.178	542.813	574.119	528.042	377.634	442.769	455.786	449.767	655.785	541.936	409.196	591.235	495.897	651.871	1750.99
hsa-mir-17	1855.838	1713.458	3360.798	2029.18	2160.721	1749.805	1826.395	2443.488	2868.124	3556.667	1517.042	1995.581	4521.103	1828.156	2434.254	2528.849	2211.612	2983.088	1448.622	1928.509	1803.886	2360.16	1600.448	2089.745	2210.9	1886.537	1880.515	1400.445	1426.329	1285.996	1398.648	1141.914	1170.28	401.618	2229.697	2920.97	1256.623	1672.81	1922.112	2718.35	2003.526	2450.604	3239.442	1746.118	1921.835	2245.158	2645.606	1511.826	2153.922	2704.803	1809.803	2754.599	4417.427	2314.144	2909.685	1517.271	4531.998	1258.726	1638.25	2206.396	2042.827	2971.24	2737.231	2193.06	3599.444	2226.946	3245.245	3072.616	1429.243	1930.4	1849.26	2141.768	2486.138	2483.266	2168.517	2246.362	3615.14	2263.572	8597.421	1413.245	2289.107	2297.338	1888.815	2085.226	1815.41	2610.7	2018.62	3646.985	1597.128	2286.625	1809.79	1971.75	1525.484	3496.364	1600.73	1915.587	1953.971	1424.101	1615.994	1941.476	1958.655	1820.776	2528.535	1907.837	2036.719	3896.66	1354.214	1488.513	1884.723	2993.99	3166.569	3294.302	3165.351	2080.071	2483.591	1812.232	1801.534	2155.269	1542.269	1753.316	1646.654	2533.145	2893.683	1924.976	2272.592	2186.03	1496.282	3162.953	1686.818	1482.233	1812.939	1412.955	1649.624	1761.991	1735.525	1820.981	2605.485	2047.004	3823.782	2542.257	1645.411	3122.375	2720.26	1963.405	1788.673	2176.42	1571.598	2035.125	2038.994	1307.955	1979.018	2929.187	1975.551	1974.466	2042.591	2185.891	2144.995	970.019	2276.55	2832.563	2357.762	2425.876	2202.966	2454.373	3768.693	1707.743	1906.877	3585.111	2184.779	1548.3	1496.954	1503.133	1531.078	1674.314	2311.163	2030.376	1911.077	1716.131	2065.613	1902.814	3482.396	2081.171	2607.68
hsa-mir-181a-2	8011.299	8321.632	6103.531	10930.324	9178.397	9597.847	12056.689	7364.586	9659.94	17601.171	7340.398	22325.005	9307.742	7082.857	8357.822	15508.745	5824.862	15975.293	9758.688	7232.971	8908.476	8442.169	3607.79	8548.754	6865.492	5354.827	6725.875	9107.115	8498.791	2070.556	3394.084	1722.942	3319.944	1076.606	1103.387	10633.342	2833.498	7364.996	9872.327	11780.049	8471.182	7152.457	8062.454	7139.078	8739.715	7956.317	7887.015	6303.821	7058.365	5726.194	6687.085	8335.724	15093.908	6641.096	16033.079	10160.199	7286.441	9705.806	7842.954	13496.791	9270.436	21544.442	12825.721	9459.952	3910.826	12135.522	12949.149	13027.501	9334.825	7194.638	7472.34	9980.637	11946.572	8702.533	10151.849	7145.109	15841.037	12433.876	3534.436	12549.121	10408.638	2601.818	8138.243	13710.723	5846.83	8707.194	6627.705	9426.053	8309.199	15173.927	6647.633	9004.085	6333.624	15298.428	13352.389	5819.238	4661.145	11875.308	4407.703	7035.516	7782.092	4803.101	19427.985	10306.878	12629.596	12944.615	6759.568	9354.786	11133.04	11451.561	13549.339	10864.706	13011.548	10199.827	14621.48	6148.446	11340.494	8191.879	10583.463	10293.352	7437.875	17799.662	16548.957	9236.396	11910.719	14544.487	10974.282	15804.425	6782.677	5572.273	22542.092	8901.047	7782.475	5939.434	16600.739	7956.963	16552.434	10382.427	13849.76	6499.874	5788.728	14587.076	8481.328	9203.061	12301.69	6799.508	6972.503	7066.746	11073.757	6975.26	5741.022	5462.622	7331.739	14208.631	4967.66	7030.298	11009.086	11974.387	10447.032	12213.378	7064.242	9859.612	9770.576	14816.523	5064.994	10589.418	8808.863	3674.544	9788.218	6703.956	5819.019	5934.691	7026.524	5996.448	7117.865	9468.468	11251.513	6552.009	7296.207	5793.03	10993.12	8480.899	8610.079
