	TCGA.2H.A9GF.01A	TCGA.2H.A9GG.01A	TCGA.2H.A9GH.01A	TCGA.2H.A9GI.01A	TCGA.2H.A9GJ.01A	TCGA.2H.A9GK.01A	TCGA.2H.A9GL.01A	TCGA.2H.A9GM.01A	TCGA.2H.A9GN.01A	TCGA.2H.A9GO.01A	TCGA.2H.A9GQ.01A	TCGA.2H.A9GR.01A	TCGA.IC.A6RE.01A	TCGA.IC.A6RE.11A	TCGA.IC.A6RF.01A	TCGA.IC.A6RF.11A	TCGA.IG.A3I8.01A	TCGA.IG.A3I8.11A	TCGA.IG.A3QL.01A	TCGA.IG.A3Y9.01A	TCGA.IG.A3YA.01A	TCGA.IG.A3YB.01A	TCGA.IG.A3YC.01A	TCGA.IG.A4P3.01A	TCGA.IG.A4QS.01A	TCGA.IG.A4QT.01A	TCGA.IG.A50L.01A	TCGA.IG.A51D.01A	TCGA.IG.A5B8.01A	TCGA.IG.A5S3.01A	TCGA.IG.A625.01A	TCGA.IG.A6QS.01A	TCGA.IG.A7DP.01A	TCGA.IG.A8O2.01A	TCGA.IG.A97H.01A	TCGA.IG.A97I.01A	TCGA.JY.A6F8.01A	TCGA.JY.A6FA.01A	TCGA.JY.A6FB.01A	TCGA.JY.A6FD.01A	TCGA.JY.A6FE.01A	TCGA.JY.A6FG.01A	TCGA.JY.A6FH.01A	TCGA.JY.A938.01A	TCGA.JY.A939.01A	TCGA.JY.A93C.01A	TCGA.JY.A93D.01A	TCGA.JY.A93E.01A	TCGA.JY.A93F.01A	TCGA.KH.A6WC.01A	TCGA.L5.A43C.01A	TCGA.L5.A43C.11A	TCGA.L5.A43E.01A	TCGA.L5.A43H.01A	TCGA.L5.A43I.01A	TCGA.L5.A43J.01A	TCGA.L5.A43M.01A	TCGA.L5.A4OE.01A	TCGA.L5.A4OF.01A	TCGA.L5.A4OF.11A	TCGA.L5.A4OG.01A	TCGA.L5.A4OG.11A	TCGA.L5.A4OH.01A	TCGA.L5.A4OI.01A	TCGA.L5.A4OJ.01A	TCGA.L5.A4OJ.11A	TCGA.L5.A4OM.01A	TCGA.L5.A4OM.11A	TCGA.L5.A4ON.01A	TCGA.L5.A4OO.01A	TCGA.L5.A4OP.01A	TCGA.L5.A4OQ.01A	TCGA.L5.A4OQ.11A	TCGA.L5.A4OR.01A	TCGA.L5.A4OS.01A	TCGA.L5.A4OT.01A	TCGA.L5.A4OU.01A	TCGA.L5.A4OW.01A	TCGA.L5.A4OX.01A	TCGA.L5.A88S.01A	TCGA.L5.A88T.01A	TCGA.L5.A88V.01A	TCGA.L5.A88W.01A	TCGA.L5.A88Y.01A	TCGA.L5.A88Z.01A	TCGA.L5.A891.01A	TCGA.L5.A893.01A	TCGA.L5.A8NE.01A	TCGA.L5.A8NF.01A	TCGA.L5.A8NG.01A	TCGA.L5.A8NH.01A	TCGA.L5.A8NI.01A	TCGA.L5.A8NJ.01A	TCGA.L5.A8NK.01A	TCGA.L5.A8NL.01A	TCGA.L5.A8NM.01A	TCGA.L5.A8NN.01A	TCGA.L5.A8NQ.01A	TCGA.L5.A8NR.01A	TCGA.L5.A8NS.01A	TCGA.L5.A8NT.01A	TCGA.L5.A8NU.01A	TCGA.L5.A8NV.01A	TCGA.L5.A8NW.01A	TCGA.L7.A56G.01A	TCGA.L7.A6VZ.01A	TCGA.LN.A49K.01A	TCGA.LN.A49L.01A	TCGA.LN.A49M.01A	TCGA.LN.A49N.01A	TCGA.LN.A49O.01A	TCGA.LN.A49P.01A	TCGA.LN.A49R.01A	TCGA.LN.A49S.01A	TCGA.LN.A49U.01A	TCGA.LN.A49W.01A	TCGA.LN.A49X.01A	TCGA.LN.A49Y.01A	TCGA.LN.A4A1.01A	TCGA.LN.A4A2.01A	TCGA.LN.A4A3.01A	TCGA.LN.A4A4.01A	TCGA.LN.A4A5.01A	TCGA.LN.A4A6.01A	TCGA.LN.A4A8.01A	TCGA.LN.A4A9.01A	TCGA.LN.A4MQ.01A	TCGA.LN.A4MR.01A	TCGA.LN.A5U5.01A	TCGA.LN.A5U6.01A	TCGA.LN.A5U7.01A	TCGA.LN.A7HV.01A	TCGA.LN.A7HW.01A	TCGA.LN.A7HX.01A	TCGA.LN.A7HY.01A	TCGA.LN.A7HZ.01A	TCGA.LN.A8HZ.01A	TCGA.LN.A8I0.01A	TCGA.LN.A8I1.01A	TCGA.LN.A9FO.01A	TCGA.LN.A9FP.01A	TCGA.LN.A9FQ.01A	TCGA.LN.A9FR.01A	TCGA.M9.A5M8.01A	TCGA.Q9.A6FU.01A	TCGA.Q9.A6FW.01A	TCGA.R6.A6DN.01B	TCGA.R6.A6DQ.01B	TCGA.R6.A6KZ.01A	TCGA.R6.A6L4.01A	TCGA.R6.A6L6.01B	TCGA.R6.A6XG.01B	TCGA.R6.A6XQ.01B	TCGA.R6.A6Y0.01B	TCGA.R6.A6Y2.01B	TCGA.R6.A8W5.01B	TCGA.R6.A8W8.01B	TCGA.R6.A8WC.01A	TCGA.R6.A8WG.01A	TCGA.RE.A7BO.01A	TCGA.S8.A6BV.01A	TCGA.S8.A6BW.01A	TCGA.V5.A7RB.01A	TCGA.V5.A7RC.01B	TCGA.V5.A7RC.06A	TCGA.V5.A7RE.01A	TCGA.V5.A7RE.11A	TCGA.V5.AASV.01A	TCGA.V5.AASW.01A	TCGA.V5.AASX.01A	TCGA.V5.AASX.11A	TCGA.VR.A8EO.01A	TCGA.VR.A8EP.01A	TCGA.VR.A8EQ.01A	TCGA.VR.A8ER.01A	TCGA.VR.A8ET.01A	TCGA.VR.A8EU.01A	TCGA.VR.A8EW.01A	TCGA.VR.A8EX.01A	TCGA.VR.A8EY.01A	TCGA.VR.A8EZ.01A	TCGA.VR.A8Q7.01A	TCGA.VR.AA4D.01A	TCGA.VR.AA4G.01A	TCGA.VR.AA7B.01A	TCGA.VR.AA7D.01A	TCGA.VR.AA7I.01A	TCGA.X8.AAAR.01A	TCGA.XP.A8T6.01A	TCGA.XP.A8T8.01A	TCGA.Z6.A8JD.01A	TCGA.Z6.A8JE.01A	TCGA.Z6.A9VB.01A	TCGA.Z6.AAPN.01A	TCGA.ZR.A9CJ.01B
hsa-mir-25	17150.151	37278.127	52961.93	19012.982	28098.379	29606.314	49641.673	34211.74	42834.884	66432.129	53709.269	34371.743	101684.286	24098.165	23260.407	25824.094	50319.084	37117.904	65784.366	21148.6	30533.463	23762.26	69014.374	37968.161	43221.87	28196.015	26838.852	43392.082	16074.425	78264.577	34274.151	38291.458	22464.275	33153.686	20067.77	17371.717	28375.238	36694.396	39154.488	25346.792	36207.328	11386.487	60401.002	32225.169	27739.361	39765.671	27294.561	72842.846	17547.403	23938.302	38479.477	24543.761	37384.007	43110.075	26801.028	20034.189	21383.305	55051.687	34298.155	23186.164	64292.975	30668.479	68816.523	32346.515	50478.392	26536.949	160458.715	27787.398	27907.962	28335.75	20233.158	50063.894	25433.654	47740.495	58632.423	56741.308	168783.925	31009.399	56230.343	16010.077	19376.736	66604.851	23910.277	67526.437	32621.049	66030.157	73040.248	16460.244	65763.865	28331.889	25260.833	3449.491	48937.743	31191.698	27256.342	29560.673	55942.283	24854.84	13308.102	27185.9	23957.543	31849.207	35217.023	84094.649	75003.292	81492.335	40054.904	57157.174	25218.125	29130.454	56165.101	27766.39	69123.527	27794.743	32149.236	20291.737	30792.382	33990.845	44454.94	48317.62	92671.79	21613.138	24889.973	33763.444	68263.826	32784.709	44042.062	21239.705	43377.318	35896.725	74771.103	31732.651	37834.111	35355.468	46006.755	29950.018	46045.697	27833.289	74735.165	54947.805	18001.981	25318.395	15569.487	28655.347	40902.274	68618.261	120332.428	47612.531	43185.211	31243.492	38863.81	54583.955	65257.68	21395.695	36141.823	28625.006	69507.759	59897.603	53389.137	42869.314	47686.61	33610.906	33322.54	49410.029	70276.811	52271.704	29461.802	41349.306	40317.798	34816.641	19921.175	161291.598	66904.182	27636.793	34683.504	19833.371	53450.859	38785.371	41397.36	39141.023	46949.173	34830.384	40985.063	58109.967	23903.626	64678.633	15119.631	41536.787	34053.459	32673.213	26318.499	36989.374	40355.567	25793.451	19428.74
hsa-mir-26a-2	2585.881	3994.451	2710.6	4035.756	3127.542	4342.607	4218.836	3100.093	2342.386	2351.673	3273.678	4858.107	5349.139	5434.266	4341.93	5190.229	3292.418	3696.913	2464.779	3366.041	3937.039	4707.74	2724.386	2143.77	1671.4	6490.517	4843.558	2551.566	2134.098	2978.641	2724.067	2448.839	10615.923	4400.298	2674.595	5063.443	3510.045	2329.365	2873.62	2855.648	3088.544	2711.019	2710.169	3632	6227.203	4285.517	5307.555	5617.805	1537.659	6572.748	2934.661	9421.518	2573.721	3409.736	2395.687	3224.832	8655.746	2648.117	2241.124	5911.945	1895.495	6086.384	2136.456	2861.225	1727.365	6414.761	2821.485	3454.469	1902.993	3097.146	2393.4	1679.718	3843.216	1742.181	1590.539	4052.121	3685.338	2985.627	2053.836	6963.009	5231.685	2627.713	1813.432	5319.711	3895.618	3546.892	4147.054	3760.901	8458.111	5033.058	2839.526	2752.857	3495.232	3214.08	4743.76	1952.971	3440.494	4410.334	4835.401	7518.289	4689.256	6375.136	7373.754	4160.976	1941.225	4653.954	2463.269	1806.814	1589.152	3354.834	1220.676	3049.261	1774.327	2013	1081.574	4889.68	3360.39	1153.122	2133.695	2391.749	2347.799	2871.953	3262.087	2517.034	1813.977	2130.262	2697.662	1975.863	2414.081	2490.008	1410.776	2790.708	1747.969	2311.73	3398.693	3378.569	2619.921	2453.721	2630.385	2280.743	7269.734	2943.391	3890.001	2724.014	1475.018	4623.359	2389.26	2680.557	2704.748	2174.057	2604.475	2672.452	6833.126	4016.246	2348.706	1953.405	1300.526	1666.661	4279.266	2899.818	2182.074	1969.598	2841.427	1281.208	3323.14	3719.904	6105.415	2846.556	2100.582	2452.875	4179.531	2960.921	2120.842	3480.155	2583.955	5053.341	3646.408	5013.879	5787.757	2042.532	4849.601	3042.942	1754.577	3730.641	2030.77	2311.505	3724.878	5962.811	3962.928	2890.781	4169.546	2628.457	2376.333	2595.135	2883.635
hsa-mir-26b	1148.22	2195.666	1504.834	2326.356	2386.645	2386.83	2511.503	2118.732	1811.414	2297.943	3291.469	2325.805	2931.292	3028.786	2195.166	2945.001	2204.129	1984.998	1973.4	2685.142	3660.885	2723.231	2068.38	1360.983	2677.802	3672.337	3540.909	2056.99	3749.173	2704.073	1624.187	1924.038	4143.838	3819.127	1306.338	2411.677	3712.773	1649.862	1817.446	2083.937	2370.58	2370.845	3222.933	2604.841	3326.332	1994.213	1832.022	2140.895	1293.653	3498.502	3850.161	8145.756	2424.691	2170.018	3207.27	3288.296	3166.249	2219.038	2414.053	5203.936	1899.769	4769.296	2647.686	2461.387	2406.536	5908.782	2848.48	3718.045	1431.144	2164.06	3217.68	2780.302	1496.766	1545.316	2053.617	3821.811	2399.887	2965.2	1704.464	4837.969	2395.768	2054.057	3275.221	6564.499	2937.198	3502.792	2607.244	3206.345	2929.838	2397.106	1883.336	1727.621	3240.36	1795.864	1716.947	2310.744	3321.319	3168.404	2368.496	2635.265	1695.847	2700.62	2906.979	2109.089	2111.75	3049.98	2033.201	1871.343	1350.858	1782.285	1386.389	1794.837	2388.954	1938.817	1336.831	3097.669	3068.825	1449.714	2243.198	2770.146	3525.449	2510.425	2738.612	3174.982	2001.868	2495.321	2355.742	2094.878	2918.622	2402.377	2188.592	2275.413	1945.574	2507.492	2657.116	1461.976	1995.027	1899.392	2227.952	1835.88	2190.807	1249.976	1936.612	2945.962	1216.979	3200.482	1556.337	1978.093	1208.759	3836.639	2340.526	2599.552	4985.602	3515.722	2031.575	1365.751	1124.041	1051.49	2074.341	5031.352	1743.794	961.145	2841.427	1216.492	2023.749	4091.439	4720.558	1624.785	1789.673	1501.328	3744.189	2462.018	1671.148	4162.082	1713.976	2361.785	2699.465	3923.968	3891.063	3221.531	3285.339	2220.661	2152.34	2683.658	1359.666	1134.487	2020.157	3331.482	2324.37	3775.135	3181.078	1573.891	1188.167	2044.841	1314.54
hsa-mir-27a	3017.392	2880.722	3237.529	3944.064	6355.623	6997.091	4802.777	5055.768	2504.497	5289.586	4408.395	5586.28	5137.989	6648.604	7433.954	9120.867	6338.839	4705.073	8973.581	11815.075	8392.42	11732.899	7822.608	3793.851	2351.241	2988.657	29614.159	6315.689	19281.169	2571.706	6403.538	11957.428	4617.567	9306.76	10067.865	10050.45	9613.67	6514.199	9346.771	11437.712	4344.619	13558.206	3548.154	7790.977	3701.394	4373.497	5917.009	7091.373	10193.564	10865.122	5817.143	2503.711	4112.513	7699.228	5864.804	16651.234	4503.31	4759.886	3690.599	2931.482	5457.83	2318.259	5198.653	6518.457	5595.628	2267.048	5561.985	3903.992	3413.428	3817.039	3911.121	3131.012	4024.11	2437.869	2699.566	4549.397	5027.524	5569.963	3368.224	21820.408	7827.89	4737.285	17739.086	13111.384	10504.586	4752.71	3851.684	5506.914	3357.286	5779.857	4292.8	4049.188	5024.467	8434.129	7143.43	8175.57	2246.513	6439.242	5809.934	6611.122	9832.715	5976.196	5046.711	5587.341	4058.142	5049.339	5806.756	5769.788	11922.586	5666.729	11049.102	4993.542	8988.032	7364.236	7162.611	9965.011	8810.108	3570.478	8526.73	8181.925	9293.682	6760.071	6243.166	10230.326	6222.507	10380.898	7190.175	15604.141	7413.807	9498.365	14296.699	11242.547	9532.367	8977.205	7250.303	5820.578	8139.09	9208.925	9985.266	10202.98	7596.025	7894.715	19118.848	5007.564	6294.718	6321.065	6236.964	3226.06	2949.093	7765.962	7017.919	4299.449	8458.827	8161.423	7277.388	3287.87	3422.548	1487.81	2971.296	8146.521	4437.276	6609.745	6724.838	7993.339	4089.308	9429.523	4321.311	10877.154	4553.304	4270.141	7332.724	4503.306	4762.473	5414.006	5920.552	8691.367	11814.446	12364.512	10562.88	14508.521	8202.699	6675.101	4773.157	9154.352	7141.719	7739.636	9301.909	8926.479	14380.5	18892.713	11799.831	8137.495	6509.795	12637.994	7219.031
hsa-mir-27b	3451.022	6623.918	3766.041	3960.438	3894.733	5827.233	6735.9	4212.302	2852.213	2221.185	2480.957	7010.021	9480.494	20147.53	8596.547	24333.231	9192.399	12938.705	6160.633	8225.084	9557.582	16033.207	4664.765	6407.59	1977.18	1150.713	8271.879	5415.053	5329.646	3487.687	7967.138	10267.891	4307.624	11350.88	5829.44	10386.576	7206.064	28912.712	6252.308	5902.807	7189.749	23028.104	5490.803	4292.954	5841.593	6421.263	7744.455	8030.397	5439.653	15940.923	3524.439	5520.336	3888.968	12466.848	7230.462	10564.068	8038.492	4417.263	4784.657	5790.233	2891.325	4386.226	4021.616	4312.624	3938.621	5460.629	5336.026	6908.938	2831.092	5982.559	7651.218	2135.41	7855.955	2760.55	1711.47	4589.105	4087.345	5285.963	5345.741	23315.834	16406.066	5945.398	12233.401	7624.751	15377.097	19096.519	19121.708	3897.02	4530.605	7881.918	3860.504	5363.593	14656.846	15970.78	7546.755	6361.569	3422.674	12138.837	6980.328	7381.654	7631.31	8885.807	11645.433	8784.034	4669.62	4667.975	6385.758	2251.842	7071.49	11350.697	6556.174	8063.937	7728.969	8962.315	4725.21	7202.037	9874.926	7364.056	6241.663	6409.888	5295.674	15547.404	8276.102	11893.558	7540.506	8938.689	11510.382	6146.886	7670.646	7753.579	8417.417	16435.357	7391.29	10711.221	5867.395	8491.138	12302.479	16423.353	7006.166	8458.96	13903.052	9536.438	10685.285	6704.209	7219.729	6713.759	3237.116	4151.1	4315.429	6858.579	6038.954	4042.642	7604.083	9147.272	4622.63	2522.015	4649.538	2040.088	3320.231	3673.921	4716.048	8619.556	4427.717	5491.266	4375.468	11371.887	5660.779	10889.881	7118.576	4418.16	9532.541	3967.512	4858.408	3050.554	8331.852	7324.868	7591.14	17016.521	17221.74	12678.237	10400.023	2979.379	5514.543	15883.726	6576.273	6080.931	8001.768	9284.957	14100.22	16769.453	6570.661	6523.398	7922.015	4923.721	5411.29
hsa-mir-28	14692.556	8460.648	17735.205	5907.582	23383.865	19946.72	7078.479	13395.824	5664.486	14527.411	4463.747	18823.807	26101.613	47823.153	18508.485	45969.608	36986.072	117430.079	19462.029	25964.663	31892.819	34909.526	16525.224	28027.649	16108.377	14765.705	21445.862	29768.742	14509.217	21800.503	20172.231	13251.421	14375.638	20347.3	7610.741	17246.283	10570.346	20879.035	12533.973	10201.714	13188.43	7545.013	9362.009	9889.953	13004.107	17440.435	20389.249	15278.387	8780.012	18026.846	15467.055	19038.639	41274.158	25409.091	15945.208	22676.012	17342.452	19362.952	22988.254	23791.756	13386	29925.232	12857.599	16711.266	19721.824	21404.878	28205.852	32235.693	18408.596	25596.359	24484.457	14232.608	74115.766	17291.553	10956.065	13518.679	18078.174	16010.101	11978.734	55394.852	18461.902	27009.397	11509.772	23120.862	11791.173	15475.286	11526.99	5844.689	20758.064	18089.611	6943.546	7666.266	22840.832	17707.777	20787.373	11045.151	15655.419	32595.353	20447.03	31062.081	17303.114	17688.947	19460.464	12107.02	15071.624	14112.352	32317.025	14067.336	16376	43797.676	11494.894	16834.336	11817.019	10790.486	12579.981	19013.098	36875.615	16680.895	16747.496	18315.802	17984.788	24766.374	60477.911	13616.464	21474.832	28525.686	26354.7	12828.235	28341.594	30787.755	14644.669	23490.062	21463.329	20809.054	23331.894	15985.474	14237.887	18191.408	10283.904	9524.531	39266.489	20754.457	14805.054	22484.271	22935.095	24331.708	14680.676	26860.248	18282.979	12473.368	12347.084	15726.541	18166.616	14965.928	10248.584	6427.465	12166.957	18814.797	16378.52	10308.45	19614.617	20556.206	9962.124	24379.684	24951.786	16386.699	21632.494	12506.182	19112.508	15606.602	22029.789	22397.073	11907.039	21235.481	17526.141	9374.792	26297.174	18269.095	16047.644	12675.33	14132.57	7061.522	14947.052	10147.391	15007.369	18250.706	18513.988	17339.513	49490.398	17413.652	10856.595	12720.123	15842.673	9919.355	11899.469
hsa-mir-296	0	4.102	3.165	3.275	80.431	0	8.898	3.02	0	3.838	96.866	4.528	3.544	11.094	18.032	11.911	4.92	2.936	44.671	6.032	5.907	13.77	10.182	0	2.969	14.206	2.252	28.101	22.389	5.295	0.777	9.182	11.017	14.315	6.796	8.82	1.675	13.791	2.002	40.318	0.722	11.408	2.71	2.436	5.86	1.275	1.83	2.043	10.518	20.088	1.581	8.693	3.548	6.147	2.893	8.605	2.58	4.803	26.939	5.937	2.137	1.526	5.181	1.223	2.872	9.2	4.999	3.611	5.199	7.301	1.869	102.675	5.168	0	16.96	4.887	3.242	4.613	1.696	11.177	8.126	2.644	7.265	5.033	45.639	5.04	3.238	1.68	0	1.081	4.468	6.572	0	5.434	6.76	5.914	110.265	9.184	1.911	12.32	0	5.573	3.892	2.972	31.004	1.869	35.142	28.927	7.891	13.408	30.342	1.006	0	8.801	26.119	6.101	7.39	57.744	6.441	38.554	12.502	5.068	6.307	9.181	13.816	3.005	28.718	5.51	3.046	12.824	22.043	10.676	55.708	13.921	44.688	32.916	55.203	36.231	154.782	38.056	4.887	16.193	7.294	4.576	7.143	3.4	3.318	3.86	3.989	9.154	8.363	9.941	4.822	3.145	4.155	1.36	0	0	0	3.234	3.926	4.731	3.806	36.731	18.462	1.821	1.853	48.786	2.229	3.732	6.08	13.175	97.648	1.941	5.867	10.887	30.144	35.829	20.93	4.361	23.232	21.188	2.21	17.164	81.929	15.825	23.315	1.867	24.64	8.113	5.516	9.214	63.822	2.345	1.989
hsa-mir-29a	13318.508	15407.609	12412.112	32336.478	15039.114	26937.796	19561.473	19332.3	13334.214	10193.462	7980.578	41336.479	42846.79	37009.085	22248.714	42122.347	15641.444	17914.904	15989.529	19892.367	28014.113	27212.064	18942.698	15623.135	22287.807	34556.9	27399.543	13398.533	19569.176	9464.634	11714.963	9307.285	53003.233	17089.877	13622.162	26843.992	19622.744	11561.574	26383.66	28313.315	32561.893	14037.353	12979.543	60003.919	42494.54	52427.137	45887.477	34692.841	9539.376	60143.859	23108.874	29879.361	23152.844	30456.074	25820.185	27911.255	29606.909	66060.423	17404.995	26650.508	20797.023	35601.076	32534.76	29976.834	18333.327	29228.494	10965.999	36623.51	15262.938	24435.477	17744.433	13546.185	20004.776	15614.5	11197.927	18105.951	21239.929	22794.478	28906.348	44164.625	31222.176	19152.695	15841.376	28957.277	26626.035	26821.562	19927.59	29438.546	11732.33	46510.122	13763.099	15702.208	35585.574	31275.016	23977.169	27773.284	7245.198	36221.534	39668.252	40156.153	48437.764	49624.071	40839.291	32321.294	9371.967	36881.114	13973.03	8891.66	10210.342	13895.314	15686.737	21691.517	9327.283	14015.561	8115.963	20498.306	23516.015	5357.904	12591.218	16789.366	19002.418	8555.887	21606.161	16557.338	8625.024	18388.161	22199.619	10618.75	12890.664	14238.998	8248.943	19747.054	10012.717	16298.7	25775.233	13959.575	17238.707	14898.948	15492.776	15022.986	25747.242	11544.371	20077.307	14988.37	10006.369	33979.619	44126.647	24039.455	7940.709	19806.806	16257.195	30210.467	17276.911	24144.646	13237.784	11672.821	20697.063	25072.638	16404.208	53658.912	31405.963	6351.127	15652.592	5016.389	10849.075	29119.971	36138.761	27275.609	32581.862	19710.067	26749.243	4909.982	17341.912	24029.828	11755.614	33274.295	32122.28	21146.146	58969.934	27351.033	15092.811	31297.101	38293.533	20730.003	11686.774	13399.215	22704.476	40116.567	32702.368	18778.315	41558.661	10695.591	21423.661	18843.649	35409.05
hsa-mir-29b-1	833.334	1291.146	750.043	1611.814	812.047	1652.035	814.181	820.317	1347.4	753.188	486.307	1820.432	1519.066	1093.308	1178.727	1100.777	844.26	1050.248	909.183	954.616	1592.684	1287.905	1572.376	1712.348	2419.522	3635.045	1729.36	1260.328	1390.166	866.06	1423.785	326.324	2767.455	739.777	515.739	964.279	1249.878	616.818	1040.161	1103.075	1334.806	392.03	704.102	3410.329	2672.318	2106.419	1566.644	1757.522	570.049	1640.776	1744.036	3809.901	2557.162	1099.011	2044.146	2247.056	2178.771	6421.763	1065.381	2380.808	2643.436	2174.799	2554.421	1261.874	1776.185	2780.912	616.887	2249.422	1883.495	2369.952	1727.996	955.224	880.694	1426.901	974.823	1246.243	2006.795	1868.735	2272.618	1768.88	787.529	1004.558	592.853	965.466	788.903	1256.217	862.006	2929.066	1133.517	2265.254	1014.276	799.322	1832.386	1077.699	705.255	2159.947	527.936	1296.326	2528.052	1896.092	1471.027	2307.254	1964.583	890.736	709.658	1098.292	1867.533	805.501	861.646	1327.376	868.244	1399.842	607.53	1418.279	738.462	1664.757	1534.413	703.422	618.369	1070.933	1427.682	400.384	1405.045	1260.812	734.985	1340.052	1230.371	951.015	1325.816	1397.824	1103.743	829.882	347.912	737.805	986.756	668.261	734.196	543.46	845.839	912.035	946.543	553.676	806.739	1840.797	1216.979	2050.167	5029.061	1674.464	458.77	1561.889	554.032	1045.454	479.211	689.727	387.066	788.98	1061.011	1660.765	1070.352	2257.641	1475.329	526.698	1312.233	275.482	530.508	1166.511	1329.278	1234.498	1829.791	791.089	1188.072	139.658	696.383	1155.523	519.641	1901.719	990.601	1064.115	2388.06	1985.836	443.337	2480.966	1704.857	625.247	657.672	1002.938	1103.337	1996.524	1119.065	700.181	2094.426	468.231	1159.651	1036.491	1896.239
hsa-mir-29b-2	882.105	1438.823	783.273	1674.688	949.709	1696.143	906.499	891.78	1444.902	833.784	577.243	2092.138	1507.927	1216.356	1225.231	1204.999	883.62	1305.714	921.007	1027.004	1667.999	1425.606	1681.468	1829.469	2461.085	3901.414	1800.29	1302.479	1487.864	969.684	1476.604	355.989	2872.484	748.938	534.617	1017.197	1330.299	653.175	1074.855	1137.724	1368.031	465.665	817.387	3394.089	3006.357	2341.032	1617.889	1929.12	586.877	1792.641	1808.864	4275	2626.946	1252.012	2171.453	2205.105	2256.17	6365.727	1140.115	2698.447	2677.627	2519.714	2514.697	1430.612	1813.518	3018.788	713.87	2373.086	2096.672	2422.52	1914.907	1031.365	1172.191	1551.237	1055.198	1356.205	2106.486	1965.598	2277.706	1877.665	970.36	1128.806	600.118	1016.633	847.582	1276.377	907.337	3083.67	1282.345	2394.944	1064.543	867.507	1854.842	1125.698	842.701	2142.206	581.398	1297.032	2439.198	2065.206	1566.889	2302.145	2133.407	945.71	706.213	1073.055	1895.981	865.58	867.958	1402.077	896.252	1461.733	634.499	1626.997	832.254	1701.365	1580.096	660.552	742.365	1162.319	1485.189	418.967	1596.356	1291.414	757.09	1377.61	1312.934	1036.97	1391.802	1413.498	1020.293	849.098	340.554	767.387	1062.846	740.925	748.549	569.727	919.588	938.28	1037.889	617.826	876.034	1943.763	1198.229	2250.197	5029.061	1756.804	472.733	1541.292	554.032	1116.697	490.061	715.933	416.148	843.392	1126.142	1574.287	1237.326	2266.695	1539.133	525.91	1365.522	292.972	643.451	1187.455	1465.448	1353.281	1803.046	884.378	1357.101	157.225	752.916	1230.574	548.975	1968.798	956.299	1092.061	2467.795	1940.769	474.312	2424.466	1639.668	665.704	657.224	951.505	1120.481	2115.394	1187.852	715.596	2125.867	516.813	1180.019	1131.072	1928.058
hsa-mir-29c	2292.2	11090.115	2637.811	7127.74	7531.158	13822.762	4776.083	6623.932	1352.099	2092.615	2528.402	15182.944	15139.017	14046.589	8681.013	13288.733	4143.566	7443.744	3850.888	5864.18	9948.185	10708.245	5709.137	6326.05	4650.53	15165.258	5926.66	4399.204	2111.708	3427.933	3955.218	1921.919	26934.95	4209.056	2134.692	5672.977	5259.204	4054.449	3154.51	9441.971	3185.332	3261.727	4217.024	12823.647	28045.271	9228.971	13634.927	14019.999	1552.384	21800.954	6399.016	34110.895	4506.377	12587.746	8852.18	3352.836	15570.023	3154.045	5896.095	23770.976	3628.58	32423.58	3168.415	4824.955	5261.067	35949.47	3811.304	18828.526	5707.679	8997.933	5198.006	3163.315	9974.995	4391.717	1574.317	6231.213	7002.709	4515.011	3593.79	14361.159	9030.514	3040.11	1556.239	8892.187	3927.131	1659.416	5582.531	5118.724	8346.49	15020.278	5023.347	2885.119	6891.659	7429.786	6112.21	4850.641	1555.963	9858.434	5032.219	18412.137	8361.688	20594.377	17766.388	7162.286	1710.414	7879.661	7038.391	3030.641	1532.34	6050.768	1316.37	4804.85	1850.978	8255.69	977.097	5486.727	7479.925	1132.124	1858.328	2046.195	4223.037	1887.042	6942.535	2198.77	2490.937	3401.209	8463.622	2110.306	3620.106	2776.412	1051.784	6235.5	962.802	2250.827	7362.627	4408.908	7159.794	2342.311	4119.024	2560.259	10685.258	4093.095	3375.759	7129.801	2096.454	14252.004	1786.967	6803.996	1619.657	3963.65	1353.721	5783.961	1966.875	4849.055	1712.367	3788.464	3248.164	1257.858	5116.281	2224.013	4888.317	1346.707	4205.998	1097.554	3756.994	2916.732	7959.92	9960.826	4177.762	4811.217	8849.127	823.893	5758.652	3907.815	3519.309	19398.943	3988.389	6454.913	27721.829	1264.771	3093.678	3514.114	6018.376	5938.621	2701.873	3154.211	5532.459	15588.198	12891.835	3338.638	17721.259	2506.164	11077.786	3854.4	4170.333
